0.081: [GC (Allocation Failure) 16098K->365K(61824K), 0.0007140 secs]
0.156: [GC (Allocation Failure) 16449K->333K(61824K), 0.0010810 secs]
0.206: [GC (Allocation Failure) 16372K->447K(61824K), 0.0006220 secs]
0.220: [GC (Allocation Failure) 16509K->447K(77952K), 0.0007390 secs]
0.247: [GC (Allocation Failure) 32670K->447K(77952K), 0.0007140 secs]
0.270: [GC (Allocation Failure) 32606K->447K(108032K), 0.0006850 secs]
0.321: [GC (Allocation Failure) 64876K->435K(108032K), 0.0007980 secs]
0.389: [GC (Allocation Failure) 64907K->435K(172672K), 0.0002250 secs]
0.496: [GC (Allocation Failure) 129403K->435K(172672K), 0.0003450 secs]
0.572: [GC (Allocation Failure) 129453K->435K(250176K), 0.0002160 secs]
0.750: [GC (Allocation Failure) 206814K->435K(240000K), 0.0002270 secs]
0.863: [GC (Allocation Failure) 197304K->435K(230912K), 0.0002290 secs]
0.972: [GC (Allocation Failure) 188198K->435K(222912K), 0.0002120 secs]
1.074: [GC (Allocation Failure) 179612K->435K(214080K), 0.0002650 secs]
1.148: [GC (Allocation Failure) 171391K->435K(206848K), 0.0002010 secs]
1.218: [GC (Allocation Failure) 163575K->435K(198848K), 0.0002800 secs]
1.289: [GC (Allocation Failure) 156154K->435K(192384K), 0.0002150 secs]
1.353: [GC (Allocation Failure) 149120K->435K(185152K), 0.0002870 secs]
1.417: [GC (Allocation Failure) 142474K->435K(179328K), 0.0002090 secs]
1.480: [GC (Allocation Failure) 136125K->435K(172800K), 0.0002680 secs]
1.539: [GC (Allocation Failure) 130070K->435K(167488K), 0.0002100 secs]
1.593: [GC (Allocation Failure) 124307K->435K(161600K), 0.0002500 secs]
1.653: [GC (Allocation Failure) 118931K->435K(156800K), 0.0002180 secs]
1.703: [GC (Allocation Failure) 113754K->435K(151488K), 0.0002590 secs]
1.750: [GC (Allocation Failure) 108773K->435K(147200K), 0.0001990 secs]
1.794: [GC (Allocation Failure) 104085K->435K(142336K), 0.0002490 secs]
1.893: [GC (Allocation Failure) 99690K->435K(138432K), 0.0002030 secs]
1.934: [GC (Allocation Failure) 95388K->435K(134080K), 0.0003250 secs]
2.089: [GC (Allocation Failure) 91383K->435K(130496K), 0.0002140 secs]
2.131: [GC (Allocation Failure) 87574K->435K(126592K), 0.0002590 secs]
2.168: [GC (Allocation Failure) 83863K->435K(123392K), 0.0002130 secs]
2.203: [GC (Allocation Failure) 80444K->435K(119808K), 0.0002400 secs]
2.383: [GC (Allocation Failure) 77123K->435K(116864K), 0.0002140 secs]
2.415: [GC (Allocation Failure) 73994K->435K(113664K), 0.0002410 secs]
2.481: [GC (Allocation Failure) 70966K->435K(111040K), 0.0002340 secs]
2.533: [GC (Allocation Failure) 68134K->435K(108160K), 0.0002340 secs]
2.562: [GC (Allocation Failure) 65496K->435K(105728K), 0.0002730 secs]
2.605: [GC (Allocation Failure) 62957K->435K(103168K), 0.0002440 secs]
2.631: [GC (Allocation Failure) 60515K->435K(100928K), 0.0002140 secs]
2.686: [GC (Allocation Failure) 58073K->435K(98560K), 0.0003070 secs]
2.725: [GC (Allocation Failure) 55827K->435K(96512K), 0.0002720 secs]
2.751: [GC (Allocation Failure) 53776K->435K(94400K), 0.0002280 secs]
2.823: [GC (Allocation Failure) 51725K->435K(92544K), 0.0002100 secs]
2.844: [GC (Allocation Failure) 49767K->435K(90624K), 0.0002260 secs]
2.867: [GC (Allocation Failure) 47911K->435K(88960K), 0.0003120 secs]
2.896: [GC (Allocation Failure) 46251K->435K(87232K), 0.0002410 secs]
2.916: [GC (Allocation Failure) 44591K->435K(85696K), 0.0002050 secs]
2.934: [GC (Allocation Failure) 42930K->435K(84096K), 0.0002300 secs]
2.952: [GC (Allocation Failure) 41367K->435K(82624K), 0.0002000 secs]
2.973: [GC (Allocation Failure) 39902K->435K(81280K), 0.0002090 secs]
3.021: [GC (Allocation Failure) 38633K->435K(80000K), 0.0001980 secs]
3.037: [GC (Allocation Failure) 37363K->435K(78720K), 0.0002020 secs]
3.070: [GC (Allocation Failure) 35996K->435K(77504K), 0.0002100 secs]
3.085: [GC (Allocation Failure) 34823K->435K(76352K), 0.0002110 secs]
3.101: [GC (Allocation Failure) 33651K->435K(75264K), 0.0001970 secs]
3.119: [GC (Allocation Failure) 32577K->435K(74240K), 0.0002060 secs]
3.136: [GC (Allocation Failure) 31600K->435K(73216K), 0.0002130 secs]
3.150: [GC (Allocation Failure) 30526K->435K(79296K), 0.0002130 secs]
3.221: [GC (Allocation Failure) 36582K->435K(78080K), 0.0002330 secs]
3.237: [GC (Allocation Failure) 35409K->435K(76928K), 0.0002120 secs]
3.256: [GC (Allocation Failure) 34237K->435K(75840K), 0.0001970 secs]
3.276: [GC (Allocation Failure) 33163K->435K(74752K), 0.0002210 secs]
3.315: [GC (Allocation Failure) 32089K->435K(73728K), 0.0002120 secs]
3.328: [GC (Allocation Failure) 31014K->435K(72768K), 0.0002030 secs]
3.364: [GC (Allocation Failure) 30038K->435K(71808K), 0.0002120 secs]
3.381: [GC (Allocation Failure) 29158K->435K(70912K), 0.0002230 secs]
3.513: [GC (Allocation Failure) 28182K->435K(70080K), 0.0002110 secs]
3.529: [GC (Allocation Failure) 27400K->435K(69248K), 0.0001990 secs]
3.602: [GC (Allocation Failure) 26521K->435K(68480K), 0.0002150 secs]
3.613: [GC (Allocation Failure) 25838K->435K(67712K), 0.0001990 secs]
3.662: [GC (Allocation Failure) 25052K->435K(67008K), 0.0002110 secs]
3.677: [GC (Allocation Failure) 24369K->435K(66304K), 0.0002180 secs]
3.732: [GC (Allocation Failure) 23587K->435K(65664K), 0.0002000 secs]
3.746: [GC (Allocation Failure) 23001K->435K(65024K), 0.0002080 secs]
3.761: [GC (Allocation Failure) 22317K->435K(64448K), 0.0002210 secs]
3.775: [GC (Allocation Failure) 21731K->435K(68736K), 0.0002090 secs]
3.817: [GC (Allocation Failure) 26033K->435K(67968K), 0.0002000 secs]
3.828: [GC (Allocation Failure) 25250K->435K(72960K), 0.0002250 secs]
3.841: [GC (Allocation Failure) 30233K->435K(78976K), 0.0002010 secs]
3.857: [GC (Allocation Failure) 36289K->435K(86208K), 0.0001980 secs]
3.876: [GC (Allocation Failure) 43516K->435K(94848K), 0.0002100 secs]
3.928: [GC (Allocation Failure) 52115K->435K(92928K), 0.0002000 secs]
3.950: [GC (Allocation Failure) 50260K->435K(91072K), 0.0002730 secs]
4.093: [GC (Allocation Failure) 48400K->435K(89280K), 0.0002280 secs]
4.117: [GC (Allocation Failure) 46642K->435K(87616K), 0.0002100 secs]
4.141: [GC (Allocation Failure) 44884K->435K(86016K), 0.0002190 secs]
4.188: [GC (Allocation Failure) 43321K->435K(84480K), 0.0002260 secs]
4.206: [GC (Allocation Failure) 41758K->435K(83008K), 0.0002120 secs]
4.270: [GC (Allocation Failure) 40293K->435K(81600K), 0.0002110 secs]
4.290: [GC (Allocation Failure) 38926K->435K(80256K), 0.0001990 secs]
4.412: [GC (Allocation Failure) 37558K->435K(78976K), 0.0002130 secs]
4.432: [GC (Allocation Failure) 36289K->435K(77760K), 0.0002180 secs]
4.468: [GC (Allocation Failure) 35116K->435K(76608K), 0.0002030 secs]
4.485: [GC (Allocation Failure) 33944K->435K(75520K), 0.0002130 secs]
4.499: [GC (Allocation Failure) 32870K->435K(74496K), 0.0002040 secs]
4.513: [GC (Allocation Failure) 31796K->435K(73472K), 0.0002100 secs]
4.538: [GC (Allocation Failure) 30819K->435K(72512K), 0.0002210 secs]
4.553: [GC (Allocation Failure) 29842K->435K(78400K), 0.0002610 secs]
4.570: [GC (Allocation Failure) 35702K->435K(85504K), 0.0002060 secs]
4.603: [GC (Allocation Failure) 42833K->435K(83968K), 0.0002130 secs]
4.622: [GC (Allocation Failure) 41270K->435K(92160K), 0.0003220 secs]
4.672: [GC (Allocation Failure) 49474K->435K(90368K), 0.0002180 secs]
4.693: [GC (Allocation Failure) 47716K->435K(88640K), 0.0002130 secs]
4.717: [GC (Allocation Failure) 45958K->435K(86976K), 0.0002070 secs]
4.776: [GC (Allocation Failure) 44298K->435K(85376K), 0.0002150 secs]
4.798: [GC (Allocation Failure) 42735K->435K(83904K), 0.0002000 secs]
4.820: [GC (Allocation Failure) 41172K->435K(82496K), 0.0002090 secs]
4.841: [GC (Allocation Failure) 39805K->435K(81152K), 0.0002010 secs]
4.909: [GC (Allocation Failure) 38437K->435K(79872K), 0.0002720 secs]
4.941: [GC (Allocation Failure) 37168K->435K(78656K), 0.0002190 secs]
4.956: [GC (Allocation Failure) 35996K->435K(77440K), 0.0002010 secs]
4.971: [GC (Allocation Failure) 34726K->435K(76288K), 0.0002000 secs]
4.985: [GC (Allocation Failure) 33554K->435K(75200K), 0.0002120 secs]
5.018: [GC (Allocation Failure) 32479K->435K(74176K), 0.0002100 secs]
5.035: [GC (Allocation Failure) 31503K->435K(73152K), 0.0001990 secs]
5.071: [GC (Allocation Failure) 30428K->435K(72192K), 0.0002010 secs]
5.084: [GC (Allocation Failure) 29549K->435K(78016K), 0.0003220 secs]
5.121: [GC (Allocation Failure) 35312K->435K(76864K), 0.0002110 secs]
5.139: [GC (Allocation Failure) 34140K->435K(75776K), 0.0001990 secs]
5.271: [GC (Allocation Failure) 33065K->435K(74688K), 0.0001920 secs]
5.321: [GC (Allocation Failure) 31991K->435K(73664K), 0.0002140 secs]
5.339: [GC (Allocation Failure) 31014K->435K(72704K), 0.0002280 secs]
5.354: [GC (Allocation Failure) 30038K->435K(71808K), 0.0002090 secs]
5.413: [GC (Allocation Failure) 29158K->435K(70912K), 0.0002230 secs]
5.426: [GC (Allocation Failure) 28182K->435K(76480K), 0.0002710 secs]
5.441: [GC (Allocation Failure) 33749K->435K(83200K), 0.0002110 secs]
5.463: [GC (Allocation Failure) 40488K->435K(81792K), 0.0002080 secs]
5.527: [GC (Allocation Failure) 39121K->435K(80448K), 0.0002000 secs]
5.544: [GC (Allocation Failure) 37754K->435K(79168K), 0.0002000 secs]
5.588: [GC (Allocation Failure) 36484K->435K(77952K), 0.0002100 secs]
5.607: [GC (Allocation Failure) 35312K->435K(76800K), 0.0002040 secs]
5.625: [GC (Allocation Failure) 34140K->435K(75712K), 0.0002070 secs]
5.639: [GC (Allocation Failure) 33065K->435K(74624K), 0.0002120 secs]
5.673: [GC (Allocation Failure) 31893K->435K(73600K), 0.0003420 secs]
5.686: [GC (Allocation Failure) 30917K->435K(79744K), 0.0002130 secs]
5.713: [GC (Allocation Failure) 37070K->435K(78528K), 0.0002260 secs]
5.733: [GC (Allocation Failure) 35800K->435K(77312K), 0.0002000 secs]
5.748: [GC (Allocation Failure) 34628K->435K(84160K), 0.0002130 secs]
5.769: [GC (Allocation Failure) 41465K->435K(82688K), 0.0002070 secs]
5.790: [GC (Allocation Failure) 40000K->435K(81344K), 0.0002080 secs]
5.828: [GC (Allocation Failure) 38633K->435K(80000K), 0.0002100 secs]
5.844: [GC (Allocation Failure) 37363K->435K(78720K), 0.0001990 secs]
5.876: [GC (Allocation Failure) 35996K->435K(77504K), 0.0002070 secs]
5.892: [GC (Allocation Failure) 34823K->435K(76352K), 0.0002070 secs]
5.925: [GC (Allocation Failure) 33651K->435K(75264K), 0.0002080 secs]
5.943: [GC (Allocation Failure) 32577K->435K(74240K), 0.0002100 secs]
6.071: [GC (Allocation Failure) 31600K->435K(73216K), 0.0002010 secs]
6.124: [GC (Allocation Failure) 30526K->435K(72256K), 0.0002070 secs]
6.137: [GC (Allocation Failure) 29549K->435K(71360K), 0.0002230 secs]
6.150: [GC (Allocation Failure) 28670K->435K(70464K), 0.0002020 secs]
6.166: [GC (Allocation Failure) 27791K->435K(69632K), 0.0002080 secs]
6.181: [GC (Allocation Failure) 26912K->435K(74944K), 0.0001990 secs]
6.225: [GC (Allocation Failure) 32284K->435K(73920K), 0.0002020 secs]
6.242: [GC (Allocation Failure) 31210K->435K(72960K), 0.0002080 secs]
6.258: [GC (Allocation Failure) 30233K->435K(72000K), 0.0002220 secs]
6.270: [GC (Allocation Failure) 29354K->435K(77824K), 0.0002020 secs]
6.285: [GC (Allocation Failure) 35116K->435K(84800K), 0.0001990 secs]
6.339: [GC (Allocation Failure) 42149K->435K(83328K), 0.0003190 secs]
6.411: [GC (Allocation Failure) 40684K->435K(81920K), 0.0002120 secs]
6.475: [GC (Allocation Failure) 39219K->435K(80576K), 0.0001950 secs]
6.524: [GC (Allocation Failure) 37851K->435K(79296K), 0.0002010 secs]
6.595: [GC (Allocation Failure) 36582K->435K(78080K), 0.0002090 secs]
6.630: [GC (Allocation Failure) 35409K->435K(76928K), 0.0002120 secs]
6.646: [GC (Allocation Failure) 34237K->435K(75840K), 0.0002000 secs]
6.665: [GC (Allocation Failure) 33163K->435K(74752K), 0.0002130 secs]
6.679: [GC (Allocation Failure) 32089K->435K(81088K), 0.0003220 secs]
6.725: [GC (Allocation Failure) 38437K->435K(79808K), 0.0002090 secs]
6.745: [GC (Allocation Failure) 37168K->435K(78592K), 0.0002080 secs]
6.764: [GC (Allocation Failure) 35898K->435K(77376K), 0.0001990 secs]
6.783: [GC (Allocation Failure) 34726K->435K(76224K), 0.0001990 secs]
6.822: [GC (Allocation Failure) 33554K->435K(75136K), 0.0002110 secs]
6.840: [GC (Allocation Failure) 32479K->435K(74112K), 0.0001990 secs]
6.858: [GC (Allocation Failure) 31405K->435K(73152K), 0.0002070 secs]
6.874: [GC (Allocation Failure) 30428K->435K(79168K), 0.0003150 secs]
6.893: [GC (Allocation Failure) 36484K->435K(86400K), 0.0002180 secs]
6.916: [GC (Allocation Failure) 43712K->435K(84864K), 0.0001980 secs]
6.938: [GC (Allocation Failure) 42149K->435K(83392K), 0.0002080 secs]
6.956: [GC (Allocation Failure) 40684K->435K(81984K), 0.0002230 secs]
6.974: [GC (Allocation Failure) 39316K->435K(80640K), 0.0001970 secs]
6.991: [GC (Allocation Failure) 37949K->435K(79360K), 0.0002100 secs]
7.028: [GC (Allocation Failure) 36679K->435K(78144K), 0.0002060 secs]
7.044: [GC (Allocation Failure) 35409K->435K(76992K), 0.0002110 secs]
7.073: [GC (Allocation Failure) 34335K->435K(75904K), 0.0002100 secs]
7.091: [GC (Allocation Failure) 33261K->435K(74816K), 0.0001960 secs]
7.122: [GC (Allocation Failure) 32089K->435K(73792K), 0.0002700 secs]
7.222: [GC (Allocation Failure) 31112K->435K(72832K), 0.0002100 secs]
7.276: [GC (Allocation Failure) 30135K->435K(71872K), 0.0002180 secs]
7.289: [GC (Allocation Failure) 29158K->435K(70976K), 0.0002220 secs]
7.301: [GC (Allocation Failure) 28279K->435K(70144K), 0.0001970 secs]
7.321: [GC (Allocation Failure) 27498K->435K(69312K), 0.0002290 secs]
7.336: [GC (Allocation Failure) 26619K->435K(74560K), 0.0001980 secs]
7.350: [GC (Allocation Failure) 31893K->435K(80896K), 0.0002120 secs]
7.376: [GC (Allocation Failure) 38242K->435K(79616K), 0.0002230 secs]
7.395: [GC (Allocation Failure) 36972K->435K(78400K), 0.0001960 secs]
7.524: [GC (Allocation Failure) 35702K->435K(77248K), 0.0002720 secs]
7.574: [GC (Allocation Failure) 34530K->435K(76096K), 0.0002110 secs]
7.592: [GC (Allocation Failure) 33456K->435K(75008K), 0.0001970 secs]
7.607: [GC (Allocation Failure) 32284K->435K(73984K), 0.0002120 secs]
7.624: [GC (Allocation Failure) 31307K->435K(73024K), 0.0002070 secs]
7.637: [GC (Allocation Failure) 30331K->435K(79040K), 0.0002150 secs]
7.657: [GC (Allocation Failure) 36386K->435K(77824K), 0.0001990 secs]
7.676: [GC (Allocation Failure) 35116K->435K(76672K), 0.0001980 secs]
7.695: [GC (Allocation Failure) 33944K->435K(75584K), 0.0002110 secs]
7.709: [GC (Allocation Failure) 32870K->435K(82112K), 0.0002140 secs]
7.726: [GC (Allocation Failure) 39414K->435K(89920K), 0.0003640 secs]
7.747: [GC (Allocation Failure) 47228K->435K(99328K), 0.0002010 secs]
7.800: [GC (Allocation Failure) 56608K->435K(97152K), 0.0002130 secs]
7.823: [GC (Allocation Failure) 54459K->435K(95104K), 0.0002130 secs]
7.886: [GC (Allocation Failure) 52408K->435K(93120K), 0.0002180 secs]
7.908: [GC (Allocation Failure) 50455K->435K(91264K), 0.0002020 secs]
7.984: [GC (Allocation Failure) 48595K->435K(89472K), 0.0002010 secs]
8.005: [GC (Allocation Failure) 46739K->435K(87808K), 0.0002040 secs]
8.032: [GC (Allocation Failure) 45079K->435K(86208K), 0.0002180 secs]
8.055: [GC (Allocation Failure) 43516K->435K(84672K), 0.0002060 secs]
8.083: [GC (Allocation Failure) 41953K->435K(83200K), 0.0002050 secs]
8.101: [GC (Allocation Failure) 40488K->435K(81792K), 0.0002340 secs]
8.121: [GC (Allocation Failure) 39121K->435K(80448K), 0.0002250 secs]
8.180: [GC (Allocation Failure) 37754K->435K(79168K), 0.0002060 secs]
8.200: [GC (Allocation Failure) 36484K->435K(77952K), 0.0002040 secs]
8.220: [GC (Allocation Failure) 35312K->435K(76800K), 0.0002090 secs]
8.238: [GC (Allocation Failure) 34140K->435K(75712K), 0.0001990 secs]
8.274: [GC (Allocation Failure) 33065K->435K(74624K), 0.0002140 secs]
8.414: [GC (Allocation Failure) 31893K->435K(73600K), 0.0002160 secs]
8.427: [GC (Allocation Failure) 30917K->435K(72640K), 0.0002140 secs]
8.473: [GC (Allocation Failure) 29940K->435K(71744K), 0.0002100 secs]
8.490: [GC (Allocation Failure) 29061K->435K(70848K), 0.0002180 secs]
8.522: [GC (Allocation Failure) 28182K->435K(70016K), 0.0002090 secs]
8.534: [GC (Allocation Failure) 27303K->435K(69184K), 0.0002080 secs]
8.545: [GC (Allocation Failure) 26521K->435K(74432K), 0.0001990 secs]
8.561: [GC (Allocation Failure) 31698K->435K(80704K), 0.0002170 secs]
8.598: [GC (Allocation Failure) 38047K->435K(79424K), 0.0002210 secs]
8.615: [GC (Allocation Failure) 36777K->435K(86720K), 0.0003320 secs]
8.672: [GC (Allocation Failure) 44005K->435K(85184K), 0.0002100 secs]
8.707: [GC (Allocation Failure) 42540K->435K(83712K), 0.0002040 secs]
8.725: [GC (Allocation Failure) 41074K->435K(82304K), 0.0002810 secs]
8.782: [GC (Allocation Failure) 39609K->435K(80960K), 0.0002100 secs]
8.802: [GC (Allocation Failure) 38242K->435K(79680K), 0.0001980 secs]
8.818: [GC (Allocation Failure) 36972K->435K(78464K), 0.0002700 secs]
8.896: [GC (Allocation Failure) 35800K->435K(77312K), 0.0002120 secs]
8.911: [GC (Allocation Failure) 34628K->435K(76160K), 0.0002130 secs]
8.930: [GC (Allocation Failure) 33456K->435K(75072K), 0.0001990 secs]
8.948: [GC (Allocation Failure) 32382K->435K(74048K), 0.0002250 secs]
8.966: [GC (Allocation Failure) 31405K->435K(73088K), 0.0002080 secs]
8.984: [GC (Allocation Failure) 30428K->435K(79104K), 0.0002700 secs]
8.999: [GC (Allocation Failure) 36386K->435K(86336K), 0.0002730 secs]
9.084: [GC (Allocation Failure) 43614K->435K(84800K), 0.0002190 secs]
9.106: [GC (Allocation Failure) 42149K->435K(83328K), 0.0002020 secs]
9.123: [GC (Allocation Failure) 40684K->435K(81920K), 0.0002120 secs]
9.140: [GC (Allocation Failure) 39219K->435K(80576K), 0.0002010 secs]
9.156: [GC (Allocation Failure) 37851K->435K(79296K), 0.0002000 secs]
9.176: [GC (Allocation Failure) 36582K->435K(78080K), 0.0002060 secs]
9.278: [GC (Allocation Failure) 35409K->435K(76928K), 0.0001850 secs]
9.296: [GC (Allocation Failure) 34237K->435K(75840K), 0.0002760 secs]
9.315: [GC (Allocation Failure) 33163K->435K(74752K), 0.0002060 secs]
9.329: [GC (Allocation Failure) 32089K->435K(81088K), 0.0003210 secs]
9.378: [GC (Allocation Failure) 38437K->435K(79808K), 0.0002060 secs]
9.398: [GC (Allocation Failure) 37168K->435K(78592K), 0.0002080 secs]
9.418: [GC (Allocation Failure) 35898K->435K(77376K), 0.0001970 secs]
9.540: [GC (Allocation Failure) 34726K->435K(76224K), 0.0003210 secs]
9.630: [GC (Allocation Failure) 33554K->435K(75136K), 0.0002210 secs]
9.648: [GC (Allocation Failure) 32479K->435K(74112K), 0.0002020 secs]
9.664: [GC (Allocation Failure) 31405K->435K(73152K), 0.0002150 secs]
9.679: [GC (Allocation Failure) 30428K->435K(72192K), 0.0001990 secs]
9.698: [GC (Allocation Failure) 29549K->435K(71296K), 0.0001980 secs]
9.712: [GC (Allocation Failure) 28572K->435K(70400K), 0.0002130 secs]
9.736: [GC (Allocation Failure) 27693K->435K(69568K), 0.0002180 secs]
9.790: [GC (Allocation Failure) 26912K->435K(68800K), 0.0002220 secs]
9.809: [GC (Allocation Failure) 26131K->435K(68032K), 0.0002140 secs]
9.829: [GC (Allocation Failure) 25349K->435K(67328K), 0.0002170 secs]
9.878: [GC (Allocation Failure) 24662K->435K(66624K), 0.0002750 secs]
9.931: [GC (Allocation Failure) 23978K->435K(65984K), 0.0002190 secs]
9.946: [GC (Allocation Failure) 23294K->435K(65344K), 0.0002050 secs]
9.976: [GC (Allocation Failure) 22610K->435K(64704K), 0.0002060 secs]
10.030: [GC (Allocation Failure) 22024K->435K(64128K), 0.0002150 secs]
10.046: [GC (Allocation Failure) 21438K->435K(63552K), 0.0002030 secs]
10.061: [GC (Allocation Failure) 20852K->435K(63040K), 0.0002180 secs]
10.074: [GC (Allocation Failure) 20364K->435K(67072K), 0.0002190 secs]
10.097: [GC (Allocation Failure) 24369K->435K(66368K), 0.0002170 secs]
10.128: [GC (Allocation Failure) 23685K->435K(65728K), 0.0002080 secs]
10.177: [GC (Allocation Failure) 23001K->435K(65088K), 0.0002160 secs]
10.190: [GC (Allocation Failure) 22415K->435K(64512K), 0.0002080 secs]
10.203: [GC (Allocation Failure) 21829K->435K(68800K), 0.0002150 secs]
10.218: [GC (Allocation Failure) 26131K->435K(73984K), 0.0002060 secs]
10.281: [GC (Allocation Failure) 31307K->435K(73024K), 0.0002250 secs]
10.303: [GC (Allocation Failure) 30331K->435K(72064K), 0.0002170 secs]
10.321: [GC (Allocation Failure) 29354K->435K(71168K), 0.0002140 secs]
10.337: [GC (Allocation Failure) 28475K->435K(70336K), 0.0002050 secs]
10.353: [GC (Allocation Failure) 27693K->435K(75840K), 0.0002170 secs]
10.413: [GC (Allocation Failure) 33163K->435K(74752K), 0.0002050 secs]
10.484: [GC (Allocation Failure) 32089K->435K(73728K), 0.0002080 secs]
10.532: [GC (Allocation Failure) 31014K->435K(72768K), 0.0002080 secs]
10.581: [GC (Allocation Failure) 30038K->435K(71808K), 0.0002840 secs]
10.603: [GC (Allocation Failure) 29158K->435K(70912K), 0.0002170 secs]
10.620: [GC (Allocation Failure) 28182K->435K(70080K), 0.0002080 secs]
10.662: [GC (Allocation Failure) 27400K->435K(69248K), 0.0002020 secs]
10.699: [GC (Allocation Failure) 26521K->435K(68480K), 0.0003380 secs]
10.717: [GC (Allocation Failure) 25838K->435K(67712K), 0.0002170 secs]
10.736: [GC (Allocation Failure) 25052K->435K(67008K), 0.0002130 secs]
10.755: [GC (Allocation Failure) 24369K->435K(66304K), 0.0002200 secs]
10.773: [GC (Allocation Failure) 23587K->435K(65664K), 0.0002090 secs]
10.791: [GC (Allocation Failure) 23001K->435K(65024K), 0.0002130 secs]
10.831: [GC (Allocation Failure) 22317K->435K(64448K), 0.0002030 secs]
10.845: [GC (Allocation Failure) 21731K->435K(63872K), 0.0002280 secs]
10.861: [GC (Allocation Failure) 21145K->435K(68032K), 0.0002130 secs]
