0.076: [GC (Allocation Failure) 16097K->463K(61824K), 0.0008220 secs]
0.091: [GC (Allocation Failure) 16547K->447K(77952K), 0.0006770 secs]
0.111: [GC (Allocation Failure) 32623K->545K(77952K), 0.0007870 secs]
0.128: [GC (Allocation Failure) 32767K->447K(110208K), 0.0006700 secs]
0.164: [GC (Allocation Failure) 64893K->447K(110208K), 0.0007860 secs]
0.197: [GC (Allocation Failure) 64863K->537K(172608K), 0.0007290 secs]
0.269: [GC (Allocation Failure) 129493K->435K(172608K), 0.0008770 secs]
0.335: [GC (Allocation Failure) 129395K->435K(301696K), 0.0002230 secs]
0.500: [GC (Allocation Failure) 258374K->435K(301760K), 0.0003850 secs]
0.615: [GC (Allocation Failure) 258376K->435K(386304K), 0.0002160 secs]
0.787: [GC (Allocation Failure) 342936K->435K(369280K), 0.0002170 secs]
0.944: [GC (Allocation Failure) 326564K->435K(353792K), 0.0002210 secs]
1.090: [GC (Allocation Failure) 311095K->435K(339776K), 0.0002150 secs]
1.214: [GC (Allocation Failure) 296362K->435K(325056K), 0.0002620 secs]
1.337: [GC (Allocation Failure) 282366K->435K(312448K), 0.0002130 secs]
1.475: [GC (Allocation Failure) 269080K->435K(299072K), 0.0002740 secs]
1.583: [GC (Allocation Failure) 256386K->435K(287680K), 0.0002040 secs]
1.716: [GC (Allocation Failure) 244361K->435K(275648K), 0.0002800 secs]
1.814: [GC (Allocation Failure) 232933K->435K(265408K), 0.0002050 secs]
1.953: [GC (Allocation Failure) 222188K->435K(254528K), 0.0002800 secs]
2.046: [GC (Allocation Failure) 211833K->435K(245248K), 0.0002100 secs]
2.132: [GC (Allocation Failure) 202066K->435K(235456K), 0.0002670 secs]
2.223: [GC (Allocation Failure) 192783K->435K(227072K), 0.0002150 secs]
2.305: [GC (Allocation Failure) 183895K->435K(218240K), 0.0002660 secs]
2.415: [GC (Allocation Failure) 175593K->435K(210688K), 0.0002150 secs]
2.486: [GC (Allocation Failure) 167580K->435K(202624K), 0.0002540 secs]
2.554: [GC (Allocation Failure) 159961K->435K(195776K), 0.0002020 secs]
2.619: [GC (Allocation Failure) 152733K->435K(188544K), 0.0002510 secs]
2.681: [GC (Allocation Failure) 145892K->435K(182336K), 0.0002010 secs]
2.745: [GC (Allocation Failure) 139348K->435K(175808K), 0.0002630 secs]
2.817: [GC (Allocation Failure) 133097K->435K(170176K), 0.0002030 secs]
2.905: [GC (Allocation Failure) 127237K->435K(164352K), 0.0002680 secs]
2.961: [GC (Allocation Failure) 121666K->435K(159296K), 0.0002040 secs]
3.061: [GC (Allocation Failure) 116391K->435K(153984K), 0.0002520 secs]
3.117: [GC (Allocation Failure) 111313K->435K(149376K), 0.0002040 secs]
3.300: [GC (Allocation Failure) 106527K->435K(144640K), 0.0002490 secs]
3.355: [GC (Allocation Failure) 101936K->435K(140480K), 0.0002030 secs]
3.409: [GC (Allocation Failure) 97634K->435K(136128K), 0.0002540 secs]
3.509: [GC (Allocation Failure) 93435K->435K(132352K), 0.0002010 secs]
3.556: [GC (Allocation Failure) 89528K->435K(128512K), 0.0002510 secs]
3.603: [GC (Allocation Failure) 85816K->435K(125056K), 0.0002010 secs]
3.692: [GC (Allocation Failure) 82202K->435K(121536K), 0.0003050 secs]
3.732: [GC (Allocation Failure) 78881K->435K(118400K), 0.0002040 secs]
3.954: [GC (Allocation Failure) 75658K->435K(115264K), 0.0002370 secs]
3.996: [GC (Allocation Failure) 72626K->435K(112384K), 0.0002850 secs]
4.031: [GC (Allocation Failure) 69599K->435K(109568K), 0.0002380 secs]
4.073: [GC (Allocation Failure) 66864K->435K(107008K), 0.0002150 secs]
4.111: [GC (Allocation Failure) 64227K->435K(104448K), 0.0002320 secs]
4.143: [GC (Allocation Failure) 61785K->435K(102144K), 0.0002040 secs]
4.247: [GC (Allocation Failure) 59441K->435K(99776K), 0.0002450 secs]
4.276: [GC (Allocation Failure) 57097K->435K(97600K), 0.0002020 secs]
4.341: [GC (Allocation Failure) 54948K->435K(95552K), 0.0002740 secs]
4.383: [GC (Allocation Failure) 52897K->435K(93568K), 0.0002030 secs]
4.434: [GC (Allocation Failure) 50846K->435K(91712K), 0.0002220 secs]
4.463: [GC (Allocation Failure) 48986K->435K(89920K), 0.0002020 secs]
4.507: [GC (Allocation Failure) 47228K->435K(88192K), 0.0002090 secs]
4.535: [GC (Allocation Failure) 45470K->435K(86592K), 0.0002040 secs]
4.559: [GC (Allocation Failure) 43907K->435K(85056K), 0.0002060 secs]
4.584: [GC (Allocation Failure) 42344K->435K(83584K), 0.0001990 secs]
