0.328: [GC (Allocation Failure) 262208K->345K(1004928K), 0.0012180 secs]
0.485: [GC (Allocation Failure) 262456K->447K(1004928K), 0.0007310 secs]
0.635: [GC (Allocation Failure) 262655K->333K(1004928K), 0.0008800 secs]
0.805: [GC (Allocation Failure) 262541K->455K(1004928K), 0.0005950 secs]
0.930: [GC (Allocation Failure) 262663K->455K(1004928K), 0.0006380 secs]
1.046: [GC (Allocation Failure) 262663K->439K(1048000K), 0.0006920 secs]
1.225: [GC (Allocation Failure) 348771K->435K(1047488K), 0.0007080 secs]
1.409: [GC (Allocation Failure) 348787K->435K(1047936K), 0.0002170 secs]
1.556: [GC (Allocation Failure) 348659K->435K(1047360K), 0.0002040 secs]
1.711: [GC (Allocation Failure) 348577K->435K(1047872K), 0.0002010 secs]
1.862: [GC (Allocation Failure) 348520K->435K(1047872K), 0.0003560 secs]
2.016: [GC (Allocation Failure) 348480K->435K(1047872K), 0.0002030 secs]
2.165: [GC (Allocation Failure) 348452K->435K(1047872K), 0.0002180 secs]
2.318: [GC (Allocation Failure) 348447K->435K(1047936K), 0.0002200 secs]
2.473: [GC (Allocation Failure) 348581K->435K(1047872K), 0.0002050 secs]
2.677: [GC (Allocation Failure) 348530K->435K(1047936K), 0.0002070 secs]
2.861: [GC (Allocation Failure) 348627K->435K(1047936K), 0.0002140 secs]
3.012: [GC (Allocation Failure) 348624K->435K(1048000K), 0.0002170 secs]
3.161: [GC (Allocation Failure) 348751K->435K(1048000K), 0.0002050 secs]
3.359: [GC (Allocation Failure) 348721K->435K(1048064K), 0.0002120 secs]
3.509: [GC (Allocation Failure) 348796K->435K(1048000K), 0.0002040 secs]
3.708: [GC (Allocation Failure) 348805K->435K(1048128K), 0.0002160 secs]
3.859: [GC (Allocation Failure) 348902K->435K(1048064K), 0.0003080 secs]
4.059: [GC (Allocation Failure) 348896K->435K(1048128K), 0.0002160 secs]
4.218: [GC (Allocation Failure) 348990K->435K(1048128K), 0.0002270 secs]
4.368: [GC (Allocation Failure) 348988K->435K(1048192K), 0.0002060 secs]
4.542: [GC (Allocation Failure) 349086K->435K(1048192K), 0.0002160 secs]
4.696: [GC (Allocation Failure) 349086K->435K(1048256K), 0.0002060 secs]
4.846: [GC (Allocation Failure) 349184K->435K(1048192K), 0.0002030 secs]
